,ObservationDate,country,Confirmed,Deaths,Recovered,Code,latitude,longitude,New Confirmed,New Recovered,New Death
1062,02/28/2020, azerbaijan,1,0,0,,,,0,0,0
2054,03/10/2020,"('st. martin',)",2,0,0,,,,2,0,0
869,02/24/2020,afghanistan,1,0,0,AF,33.93911,67.709953,1,0,0
910,02/25/2020,afghanistan,1,0,0,AF,33.93911,67.709953,0,0,0
954,02/26/2020,afghanistan,1,0,0,AF,33.93911,67.709953,0,0,0
1006,02/27/2020,afghanistan,1,0,0,AF,33.93911,67.709953,0,0,0
1063,02/28/2020,afghanistan,1,0,0,AF,33.93911,67.709953,0,0,0
1125,02/29/2020,afghanistan,1,0,0,AF,33.93911,67.709953,0,0,0
1190,03/01/2020,afghanistan,1,0,0,AF,33.93911,67.709953,0,0,0
1275,03/02/2020,afghanistan,1,0,0,AF,33.93911,67.709953,0,0,0
1352,03/03/2020,afghanistan,1,0,0,AF,33.93911,67.709953,0,0,0
1436,03/04/2020,afghanistan,1,0,0,AF,33.93911,67.709953,0,0,0
1526,03/05/2020,afghanistan,1,0,0,AF,33.93911,67.709953,0,0,0
1622,03/06/2020,afghanistan,1,0,0,AF,33.93911,67.709953,0,0,0
1724,03/07/2020,afghanistan,1,0,0,AF,33.93911,67.709953,0,0,0
1830,03/08/2020,afghanistan,4,0,0,AF,33.93911,67.709953,3,0,0
1941,03/09/2020,afghanistan,4,0,0,AF,33.93911,67.709953,0,0,0
2053,03/10/2020,afghanistan,5,0,0,AF,33.93911,67.709953,1,0,0
2172,03/11/2020,afghanistan,7,0,0,AF,33.93911,67.709953,2,0,0
2289,03/12/2020,afghanistan,7,0,0,AF,33.93911,67.709953,0,0,0
2415,03/13/2020,afghanistan,7,0,0,AF,33.93911,67.709953,0,0,0
2543,03/14/2020,afghanistan,11,0,0,AF,33.93911,67.709953,4,0,0
2691,03/15/2020,afghanistan,16,0,0,AF,33.93911,67.709953,5,0,0
2845,03/16/2020,afghanistan,21,0,1,AF,33.93911,67.709953,5,1,0
3005,03/17/2020,afghanistan,22,0,1,AF,33.93911,67.709953,1,0,0
3169,03/18/2020,afghanistan,22,0,1,AF,33.93911,67.709953,0,0,0
3337,03/19/2020,afghanistan,22,0,1,AF,33.93911,67.709953,0,0,0
3510,03/20/2020,afghanistan,24,0,1,AF,33.93911,67.709953,2,0,0
3688,03/21/2020,afghanistan,24,0,1,AF,33.93911,67.709953,0,0,0
1940,03/09/2020,albania,2,0,0,AL,41.153332,20.168331,2,0,0
2052,03/10/2020,albania,10,0,0,AL,41.153332,20.168331,8,0,0
2171,03/11/2020,albania,12,1,0,AL,41.153332,20.168331,2,0,1
2288,03/12/2020,albania,23,1,0,AL,41.153332,20.168331,11,0,0
2414,03/13/2020,albania,33,1,0,AL,41.153332,20.168331,10,0,0
2544,03/14/2020,albania,38,1,0,AL,41.153332,20.168331,5,0,0
2692,03/15/2020,albania,42,1,0,AL,41.153332,20.168331,4,0,0
2846,03/16/2020,albania,51,1,0,AL,41.153332,20.168331,9,0,0
3006,03/17/2020,albania,55,1,0,AL,41.153332,20.168331,4,0,0
3170,03/18/2020,albania,59,2,0,AL,41.153332,20.168331,4,0,1
3338,03/19/2020,albania,64,2,0,AL,41.153332,20.168331,5,0,0
3511,03/20/2020,albania,70,2,0,AL,41.153332,20.168331,6,0,0
3689,03/21/2020,albania,76,2,2,AL,41.153332,20.168331,6,2,0
911,02/25/2020,algeria,1,0,0,DZ,28.033886,1.6596259999999998,1,0,0
955,02/26/2020,algeria,1,0,0,DZ,28.033886,1.6596259999999998,0,0,0
1007,02/27/2020,algeria,1,0,0,DZ,28.033886,1.6596259999999998,0,0,0
1064,02/28/2020,algeria,1,0,0,DZ,28.033886,1.6596259999999998,0,0,0
1126,02/29/2020,algeria,1,0,0,DZ,28.033886,1.6596259999999998,0,0,0
1191,03/01/2020,algeria,1,0,0,DZ,28.033886,1.6596259999999998,0,0,0
1274,03/02/2020,algeria,3,0,0,DZ,28.033886,1.6596259999999998,2,0,0
1351,03/03/2020,algeria,5,0,0,DZ,28.033886,1.6596259999999998,2,0,0
1435,03/04/2020,algeria,12,0,0,DZ,28.033886,1.6596259999999998,7,0,0
1525,03/05/2020,algeria,12,0,0,DZ,28.033886,1.6596259999999998,0,0,0
1621,03/06/2020,algeria,17,0,0,DZ,28.033886,1.6596259999999998,5,0,0
1723,03/07/2020,algeria,17,0,0,DZ,28.033886,1.6596259999999998,0,0,0
1829,03/08/2020,algeria,19,0,0,DZ,28.033886,1.6596259999999998,2,0,0
1939,03/09/2020,algeria,20,0,0,DZ,28.033886,1.6596259999999998,1,0,0
2051,03/10/2020,algeria,20,0,0,DZ,28.033886,1.6596259999999998,0,0,0
2170,03/11/2020,algeria,20,0,0,DZ,28.033886,1.6596259999999998,0,0,0
2287,03/12/2020,algeria,24,1,8,DZ,28.033886,1.6596259999999998,4,8,1
2413,03/13/2020,algeria,26,2,8,DZ,28.033886,1.6596259999999998,2,0,1
2545,03/14/2020,algeria,37,3,12,DZ,28.033886,1.6596259999999998,11,4,1
2693,03/15/2020,algeria,48,4,12,DZ,28.033886,1.6596259999999998,11,0,1
2847,03/16/2020,algeria,54,4,12,DZ,28.033886,1.6596259999999998,6,0,0
3007,03/17/2020,algeria,60,4,12,DZ,28.033886,1.6596259999999998,6,0,0
3171,03/18/2020,algeria,74,7,12,DZ,28.033886,1.6596259999999998,14,0,3
3339,03/19/2020,algeria,87,9,32,DZ,28.033886,1.6596259999999998,13,20,2
3512,03/20/2020,algeria,90,11,32,DZ,28.033886,1.6596259999999998,3,0,2
3690,03/21/2020,algeria,139,15,32,DZ,28.033886,1.6596259999999998,49,0,4
1273,03/02/2020,andorra,1,0,0,AD,42.546245,1.6015540000000001,1,0,0
1350,03/03/2020,andorra,1,0,0,AD,42.546245,1.6015540000000001,0,0,0
1434,03/04/2020,andorra,1,0,0,AD,42.546245,1.6015540000000001,0,0,0
1524,03/05/2020,andorra,1,0,0,AD,42.546245,1.6015540000000001,0,0,0
1620,03/06/2020,andorra,1,0,0,AD,42.546245,1.6015540000000001,0,0,0
1722,03/07/2020,andorra,1,0,0,AD,42.546245,1.6015540000000001,0,0,0
1828,03/08/2020,andorra,1,0,0,AD,42.546245,1.6015540000000001,0,0,0
1938,03/09/2020,andorra,1,0,0,AD,42.546245,1.6015540000000001,0,0,0
2050,03/10/2020,andorra,1,0,0,AD,42.546245,1.6015540000000001,0,0,0
2169,03/11/2020,andorra,1,0,0,AD,42.546245,1.6015540000000001,0,0,0
2286,03/12/2020,andorra,1,0,1,AD,42.546245,1.6015540000000001,0,1,0
2412,03/13/2020,andorra,1,0,1,AD,42.546245,1.6015540000000001,0,0,0
2546,03/14/2020,andorra,1,0,1,AD,42.546245,1.6015540000000001,0,0,0
2694,03/15/2020,andorra,1,0,1,AD,42.546245,1.6015540000000001,0,0,0
2848,03/16/2020,andorra,2,0,1,AD,42.546245,1.6015540000000001,1,0,0
3008,03/17/2020,andorra,39,0,1,AD,42.546245,1.6015540000000001,37,0,0
3172,03/18/2020,andorra,39,0,1,AD,42.546245,1.6015540000000001,0,0,0
3340,03/19/2020,andorra,53,0,1,AD,42.546245,1.6015540000000001,14,0,0
3513,03/20/2020,andorra,75,0,1,AD,42.546245,1.6015540000000001,22,0,0
3691,03/21/2020,andorra,88,0,1,AD,42.546245,1.6015540000000001,13,0,0
3514,03/20/2020,angola,1,0,0,AO,-11.202691999999999,17.873887,1,0,0
3692,03/21/2020,angola,2,0,0,AO,-11.202691999999999,17.873887,1,0,0
2411,03/13/2020,antigua and barbuda,1,0,0,AG,17.060816,-61.796428000000006,1,0,0
2547,03/14/2020,antigua and barbuda,1,0,0,AG,17.060816,-61.796428000000006,0,0,0
2695,03/15/2020,antigua and barbuda,1,0,0,AG,17.060816,-61.796428000000006,0,0,0
2849,03/16/2020,antigua and barbuda,1,0,0,AG,17.060816,-61.796428000000006,0,0,0
3009,03/17/2020,antigua and barbuda,1,0,0,AG,17.060816,-61.796428000000006,0,0,0
3145,03/18/2020,antigua and barbuda,1,0,0,AG,17.060816,-61.796428000000006,0,0,0
3341,03/19/2020,antigua and barbuda,1,0,0,AG,17.060816,-61.796428000000006,0,0,0
3515,03/20/2020,antigua and barbuda,1,0,0,AG,17.060816,-61.796428000000006,0,0,0
3693,03/21/2020,antigua and barbuda,1,0,0,AG,17.060816,-61.796428000000006,0,0,0
1349,03/03/2020,argentina,1,0,0,AR,-38.416097,-63.616671999999994,1,0,0
1433,03/04/2020,argentina,1,0,0,AR,-38.416097,-63.616671999999994,0,0,0
1523,03/05/2020,argentina,1,0,0,AR,-38.416097,-63.616671999999994,0,0,0
1619,03/06/2020,argentina,2,0,0,AR,-38.416097,-63.616671999999994,1,0,0
1721,03/07/2020,argentina,8,0,0,AR,-38.416097,-63.616671999999994,6,0,0
1827,03/08/2020,argentina,12,1,0,AR,-38.416097,-63.616671999999994,4,0,1
1937,03/09/2020,argentina,12,1,0,AR,-38.416097,-63.616671999999994,0,0,0
2049,03/10/2020,argentina,17,1,0,AR,-38.416097,-63.616671999999994,5,0,0
2168,03/11/2020,argentina,19,1,0,AR,-38.416097,-63.616671999999994,2,0,0
2285,03/12/2020,argentina,19,1,0,AR,-38.416097,-63.616671999999994,0,0,0
2410,03/13/2020,argentina,31,2,0,AR,-38.416097,-63.616671999999994,12,0,1
2548,03/14/2020,argentina,34,2,1,AR,-38.416097,-63.616671999999994,3,1,0
2696,03/15/2020,argentina,45,2,1,AR,-38.416097,-63.616671999999994,11,0,0
2850,03/16/2020,argentina,56,2,1,AR,-38.416097,-63.616671999999994,11,0,0
3010,03/17/2020,argentina,68,2,3,AR,-38.416097,-63.616671999999994,12,2,0
3173,03/18/2020,argentina,79,2,3,AR,-38.416097,-63.616671999999994,11,0,0
3342,03/19/2020,argentina,97,3,3,AR,-38.416097,-63.616671999999994,18,0,1
3516,03/20/2020,argentina,128,3,3,AR,-38.416097,-63.616671999999994,31,0,0
3694,03/21/2020,argentina,158,4,3,AR,-38.416097,-63.616671999999994,30,0,1
1192,03/01/2020,armenia,1,0,0,AM,40.069099,45.038189,1,0,0
1272,03/02/2020,armenia,1,0,0,AM,40.069099,45.038189,0,0,0
1348,03/03/2020,armenia,1,0,0,AM,40.069099,45.038189,0,0,0
1432,03/04/2020,armenia,1,0,0,AM,40.069099,45.038189,0,0,0
1522,03/05/2020,armenia,1,0,0,AM,40.069099,45.038189,0,0,0
1618,03/06/2020,armenia,1,0,0,AM,40.069099,45.038189,0,0,0
1720,03/07/2020,armenia,1,0,0,AM,40.069099,45.038189,0,0,0
1826,03/08/2020,armenia,1,0,0,AM,40.069099,45.038189,0,0,0
1936,03/09/2020,armenia,1,0,0,AM,40.069099,45.038189,0,0,0
2048,03/10/2020,armenia,1,0,0,AM,40.069099,45.038189,0,0,0
2167,03/11/2020,armenia,1,0,0,AM,40.069099,45.038189,0,0,0
2284,03/12/2020,armenia,4,0,0,AM,40.069099,45.038189,3,0,0
2409,03/13/2020,armenia,8,0,0,AM,40.069099,45.038189,4,0,0
2549,03/14/2020,armenia,18,0,0,AM,40.069099,45.038189,10,0,0
2697,03/15/2020,armenia,26,0,0,AM,40.069099,45.038189,8,0,0
2852,03/16/2020,armenia,52,0,0,AM,40.069099,45.038189,26,0,0
3011,03/17/2020,armenia,78,0,1,AM,40.069099,45.038189,26,1,0
3174,03/18/2020,armenia,84,0,1,AM,40.069099,45.038189,6,0,0
3343,03/19/2020,armenia,115,0,1,AM,40.069099,45.038189,31,0,0
3517,03/20/2020,armenia,136,0,1,AM,40.069099,45.038189,21,0,0
3695,03/21/2020,armenia,160,0,1,AM,40.069099,45.038189,24,0,0
2408,03/13/2020,aruba,2,0,0,AW,12.52111,-69.968338,2,0,0
2550,03/14/2020,aruba,2,0,0,AW,12.52111,-69.968338,0,0,0
2698,03/15/2020,aruba,2,0,0,AW,12.52111,-69.968338,0,0,0
2860,03/16/2020,aruba,2,0,0,AW,12.52111,-69.968338,0,0,0
3012,03/17/2020,aruba,3,0,0,AW,12.52111,-69.968338,1,0,0
3175,03/18/2020,aruba,4,0,0,AW,12.52111,-69.968338,1,0,0
3345,03/19/2020,aruba,4,0,0,AW,12.52111,-69.968338,0,0,0
22,01/23/2020,australia,0,0,0,AU,-25.274398,133.775136,0,0,0
47,01/25/2020,australia,4,0,0,AU,-25.274398,133.775136,4,0,0
63,01/26/2020,australia,4,0,0,AU,-25.274398,133.775136,0,0,0
73,01/27/2020,australia,5,0,0,AU,-25.274398,133.775136,1,0,0
91,01/28/2020,australia,5,0,0,AU,-25.274398,133.775136,0,0,0
115,01/29/2020,australia,5,0,0,AU,-25.274398,133.775136,0,0,0
140,01/30/2020,australia,9,0,2,AU,-25.274398,133.775136,4,2,0
166,01/31/2020,australia,9,0,2,AU,-25.274398,133.775136,0,0,0
183,02/01/2020,australia,12,0,2,AU,-25.274398,133.775136,3,0,0
211,02/02/2020,australia,12,0,2,AU,-25.274398,133.775136,0,0,0
237,02/03/2020,australia,12,0,2,AU,-25.274398,133.775136,0,0,0
270,02/04/2020,australia,13,0,2,AU,-25.274398,133.775136,1,0,0
291,02/05/2020,australia,13,0,2,AU,-25.274398,133.775136,0,0,0
321,02/06/2020,australia,14,0,2,AU,-25.274398,133.775136,1,0,0
349,02/07/2020,australia,15,0,2,AU,-25.274398,133.775136,1,0,0
378,02/08/2020,australia,15,0,2,AU,-25.274398,133.775136,0,0,0
407,02/09/2020,australia,15,0,2,AU,-25.274398,133.775136,0,0,0
437,02/10/2020,australia,15,0,2,AU,-25.274398,133.775136,0,0,0
471,02/11/2020,australia,15,0,2,AU,-25.274398,133.775136,0,0,0
500,02/12/2020,australia,15,0,2,AU,-25.274398,133.775136,0,0,0
523,02/13/2020,australia,15,0,8,AU,-25.274398,133.775136,0,6,0
559,02/14/2020,australia,15,0,8,AU,-25.274398,133.775136,0,0,0
582,02/15/2020,australia,15,0,8,AU,-25.274398,133.775136,0,0,0
612,02/16/2020,australia,15,0,8,AU,-25.274398,133.775136,0,0,0
643,02/17/2020,australia,15,0,10,AU,-25.274398,133.775136,0,2,0
673,02/18/2020,australia,15,0,10,AU,-25.274398,133.775136,0,0,0
703,02/19/2020,australia,15,0,10,AU,-25.274398,133.775136,0,0,0
734,02/20/2020,australia,15,0,10,AU,-25.274398,133.775136,0,0,0
773,02/21/2020,australia,19,0,11,AU,-25.274398,133.775136,4,1,0
800,02/22/2020,australia,22,0,11,AU,-25.274398,133.775136,3,0,0
834,02/23/2020,australia,22,0,11,AU,-25.274398,133.775136,0,0,0
870,02/24/2020,australia,22,0,11,AU,-25.274398,133.775136,0,0,0
912,02/25/2020,australia,22,0,11,AU,-25.274398,133.775136,0,0,0
956,02/26/2020,australia,22,0,11,AU,-25.274398,133.775136,0,0,0
1008,02/27/2020,australia,23,0,11,AU,-25.274398,133.775136,1,0,0
1065,02/28/2020,australia,23,0,11,AU,-25.274398,133.775136,0,0,0
1127,02/29/2020,australia,25,0,11,AU,-25.274398,133.775136,2,0,0
1193,03/01/2020,australia,27,1,11,AU,-25.274398,133.775136,2,0,1
1271,03/02/2020,australia,30,1,11,AU,-25.274398,133.775136,3,0,0
1347,03/03/2020,australia,39,1,11,AU,-25.274398,133.775136,9,0,0
1431,03/04/2020,australia,52,2,11,AU,-25.274398,133.775136,13,0,1
1521,03/05/2020,australia,55,2,21,AU,-25.274398,133.775136,3,10,0
1617,03/06/2020,australia,60,2,21,AU,-25.274398,133.775136,5,0,0
1719,03/07/2020,australia,63,2,21,AU,-25.274398,133.775136,3,0,0
1825,03/08/2020,australia,76,4,21,AU,-25.274398,133.775136,13,0,2
1935,03/09/2020,australia,91,4,21,AU,-25.274398,133.775136,15,0,0
2047,03/10/2020,australia,107,4,21,AU,-25.274398,133.775136,16,0,0
2166,03/11/2020,australia,128,4,21,AU,-25.274398,133.775136,21,0,0
2283,03/12/2020,australia,128,4,21,AU,-25.274398,133.775136,0,0,0
2407,03/13/2020,australia,200,4,23,AU,-25.274398,133.775136,72,2,0
2551,03/14/2020,australia,250,4,23,AU,-25.274398,133.775136,50,0,0
2699,03/15/2020,australia,297,4,23,AU,-25.274398,133.775136,47,0,0
2853,03/16/2020,australia,377,4,23,AU,-25.274398,133.775136,80,0,0
3013,03/17/2020,australia,452,5,23,AU,-25.274398,133.775136,75,0,1
3176,03/18/2020,australia,568,6,23,AU,-25.274398,133.775136,116,0,1
3354,03/19/2020,australia,681,6,26,AU,-25.274398,133.775136,113,3,0
3518,03/20/2020,australia,791,7,26,AU,-25.274398,133.775136,110,0,1
3696,03/21/2020,australia,1071,7,26,AU,-25.274398,133.775136,280,0,0
3763,03/22/2020,australia,1490,7,92,AU,-25.274398,133.775136,419,66,0
3774,03/23/2020,australia,1682,7,119,AU,-25.274398,133.775136,192,27,0
3777,03/24/2020,australia,2044,8,119,AU,-25.274398,133.775136,362,0,1
918,02/25/2020,austria,2,0,0,AT,47.516231,14.550072,2,0,0
957,02/26/2020,austria,2,0,0,AT,47.516231,14.550072,0,0,0
1009,02/27/2020,austria,3,0,0,AT,47.516231,14.550072,1,0,0
1066,02/28/2020,austria,3,0,0,AT,47.516231,14.550072,0,0,0
1128,02/29/2020,austria,9,0,0,AT,47.516231,14.550072,6,0,0
1194,03/01/2020,austria,14,0,0,AT,47.516231,14.550072,5,0,0
1270,03/02/2020,austria,18,0,0,AT,47.516231,14.550072,4,0,0
1336,03/03/2020,austria,21,0,0,AT,47.516231,14.550072,3,0,0
1430,03/04/2020,austria,29,0,0,AT,47.516231,14.550072,8,0,0
1520,03/05/2020,austria,41,0,0,AT,47.516231,14.550072,12,0,0
1616,03/06/2020,austria,55,0,0,AT,47.516231,14.550072,14,0,0
1718,03/07/2020,austria,79,0,0,AT,47.516231,14.550072,24,0,0
1824,03/08/2020,austria,104,0,0,AT,47.516231,14.550072,25,0,0
1934,03/09/2020,austria,131,0,2,AT,47.516231,14.550072,27,2,0
2046,03/10/2020,austria,182,0,4,AT,47.516231,14.550072,51,2,0
2165,03/11/2020,austria,246,0,4,AT,47.516231,14.550072,64,0,0
2282,03/12/2020,austria,302,1,4,AT,47.516231,14.550072,56,0,1
2406,03/13/2020,austria,504,1,6,AT,47.516231,14.550072,202,2,0
2552,03/14/2020,austria,655,1,6,AT,47.516231,14.550072,151,0,0
2669,03/15/2020,austria,860,1,6,AT,47.516231,14.550072,205,0,0
2854,03/16/2020,austria,1018,3,6,AT,47.516231,14.550072,158,0,2
3014,03/17/2020,austria,1332,3,6,AT,47.516231,14.550072,314,0,0
3177,03/18/2020,austria,1646,4,9,AT,47.516231,14.550072,314,3,1
3346,03/19/2020,austria,2013,6,9,AT,47.516231,14.550072,367,0,2
3519,03/20/2020,austria,2388,6,9,AT,47.516231,14.550072,375,0,0
3697,03/21/2020,austria,2814,8,9,AT,47.516231,14.550072,426,0,2
1195,03/01/2020,azerbaijan,3,0,0,AZ,40.143105,47.576927000000005,3,0,0
1277,03/02/2020,azerbaijan,3,0,0,AZ,40.143105,47.576927000000005,0,0,0
1354,03/03/2020,azerbaijan,3,0,0,AZ,40.143105,47.576927000000005,0,0,0
1438,03/04/2020,azerbaijan,3,0,0,AZ,40.143105,47.576927000000005,0,0,0
1519,03/05/2020,azerbaijan,6,0,0,AZ,40.143105,47.576927000000005,3,0,0
1615,03/06/2020,azerbaijan,6,0,0,AZ,40.143105,47.576927000000005,0,0,0
1717,03/07/2020,azerbaijan,9,0,0,AZ,40.143105,47.576927000000005,3,0,0
1823,03/08/2020,azerbaijan,9,0,0,AZ,40.143105,47.576927000000005,0,0,0
1933,03/09/2020,azerbaijan,9,0,0,AZ,40.143105,47.576927000000005,0,0,0
2045,03/10/2020,azerbaijan,11,0,0,AZ,40.143105,47.576927000000005,2,0,0
2164,03/11/2020,azerbaijan,11,0,3,AZ,40.143105,47.576927000000005,0,3,0
2281,03/12/2020,azerbaijan,11,0,3,AZ,40.143105,47.576927000000005,0,0,0
2405,03/13/2020,azerbaijan,15,1,3,AZ,40.143105,47.576927000000005,4,0,1
2553,03/14/2020,azerbaijan,15,1,3,AZ,40.143105,47.576927000000005,0,0,0
2700,03/15/2020,azerbaijan,23,1,6,AZ,40.143105,47.576927000000005,8,3,0
2855,03/16/2020,azerbaijan,23,1,6,AZ,40.143105,47.576927000000005,0,0,0
3015,03/17/2020,azerbaijan,28,1,6,AZ,40.143105,47.576927000000005,5,0,0
3178,03/18/2020,azerbaijan,28,1,6,AZ,40.143105,47.576927000000005,0,0,0
3347,03/19/2020,azerbaijan,44,1,6,AZ,40.143105,47.576927000000005,16,0,0
3520,03/20/2020,azerbaijan,44,1,6,AZ,40.143105,47.576927000000005,0,0,0
3698,03/21/2020,azerbaijan,53,1,11,AZ,40.143105,47.576927000000005,9,5,0
3348,03/19/2020,"bahamas, the",3,0,0,,,,3,0,0
3521,03/20/2020,"bahamas, the",3,0,0,,,,0,0,0
3699,03/21/2020,"bahamas, the",4,0,0,,,,1,0,0
871,02/24/2020,bahrain,1,0,0,BH,25.930414000000003,50.637772,1,0,0
913,02/25/2020,bahrain,23,0,0,BH,25.930414000000003,50.637772,22,0,0
958,02/26/2020,bahrain,33,0,0,BH,25.930414000000003,50.637772,10,0,0
1010,02/27/2020,bahrain,33,0,0,BH,25.930414000000003,50.637772,0,0,0
1067,02/28/2020,bahrain,36,0,0,BH,25.930414000000003,50.637772,3,0,0
1129,02/29/2020,bahrain,41,0,0,BH,25.930414000000003,50.637772,5,0,0
1196,03/01/2020,bahrain,47,0,0,BH,25.930414000000003,50.637772,6,0,0
1269,03/02/2020,bahrain,49,0,0,BH,25.930414000000003,50.637772,2,0,0
1346,03/03/2020,bahrain,49,0,0,BH,25.930414000000003,50.637772,0,0,0
1429,03/04/2020,bahrain,52,0,0,BH,25.930414000000003,50.637772,3,0,0
1528,03/05/2020,bahrain,55,0,0,BH,25.930414000000003,50.637772,3,0,0
1601,03/06/2020,bahrain,60,0,4,BH,25.930414000000003,50.637772,5,4,0
1716,03/07/2020,bahrain,85,0,4,BH,25.930414000000003,50.637772,25,0,0
1822,03/08/2020,bahrain,85,0,4,BH,25.930414000000003,50.637772,0,0,0
1932,03/09/2020,bahrain,95,0,14,BH,25.930414000000003,50.637772,10,10,0
2044,03/10/2020,bahrain,110,0,22,BH,25.930414000000003,50.637772,15,8,0
2163,03/11/2020,bahrain,195,0,35,BH,25.930414000000003,50.637772,85,13,0
2280,03/12/2020,bahrain,195,0,35,BH,25.930414000000003,50.637772,0,0,0
2404,03/13/2020,bahrain,195,0,44,BH,25.930414000000003,50.637772,0,9,0
2554,03/14/2020,bahrain,210,0,44,BH,25.930414000000003,50.637772,15,0,0
2701,03/15/2020,bahrain,214,0,60,BH,25.930414000000003,50.637772,4,16,0
2856,03/16/2020,bahrain,214,1,77,BH,25.930414000000003,50.637772,0,17,1
3016,03/17/2020,bahrain,228,1,81,BH,25.930414000000003,50.637772,14,4,0
3179,03/18/2020,bahrain,256,1,88,BH,25.930414000000003,50.637772,28,7,0
3349,03/19/2020,bahrain,278,1,100,BH,25.930414000000003,50.637772,22,12,0
3522,03/20/2020,bahrain,285,1,100,BH,25.930414000000003,50.637772,7,0,0
3700,03/21/2020,bahrain,305,1,125,BH,25.930414000000003,50.637772,20,25,0
1821,03/08/2020,bangladesh,3,0,0,BD,23.684994,90.35633100000001,3,0,0
1931,03/09/2020,bangladesh,3,0,0,BD,23.684994,90.35633100000001,0,0,0
2043,03/10/2020,bangladesh,3,0,0,BD,23.684994,90.35633100000001,0,0,0
2162,03/11/2020,bangladesh,3,0,0,BD,23.684994,90.35633100000001,0,0,0
2279,03/12/2020,bangladesh,3,0,0,BD,23.684994,90.35633100000001,0,0,0
2403,03/13/2020,bangladesh,3,0,0,BD,23.684994,90.35633100000001,0,0,0
2555,03/14/2020,bangladesh,3,0,0,BD,23.684994,90.35633100000001,0,0,0
2702,03/15/2020,bangladesh,5,0,0,BD,23.684994,90.35633100000001,2,0,0
2857,03/16/2020,bangladesh,8,0,2,BD,23.684994,90.35633100000001,3,2,0
3017,03/17/2020,bangladesh,10,0,3,BD,23.684994,90.35633100000001,2,1,0
3180,03/18/2020,bangladesh,14,1,3,BD,23.684994,90.35633100000001,4,0,1
3350,03/19/2020,bangladesh,17,1,3,BD,23.684994,90.35633100000001,3,0,0
3523,03/20/2020,bangladesh,20,1,3,BD,23.684994,90.35633100000001,3,0,0
3701,03/21/2020,bangladesh,25,2,3,BD,23.684994,90.35633100000001,5,0,1
3018,03/17/2020,barbados,2,0,0,BB,13.193887,-59.543198,2,0,0
3181,03/18/2020,barbados,2,0,0,BB,13.193887,-59.543198,0,0,0
3351,03/19/2020,barbados,5,0,0,BB,13.193887,-59.543198,3,0,0
3524,03/20/2020,barbados,5,0,0,BB,13.193887,-59.543198,0,0,0
3702,03/21/2020,barbados,6,0,0,BB,13.193887,-59.543198,1,0,0
1068,02/28/2020,belarus,1,0,0,BY,53.709807,27.953389,1,0,0
1130,02/29/2020,belarus,1,0,0,BY,53.709807,27.953389,0,0,0
1197,03/01/2020,belarus,1,0,0,BY,53.709807,27.953389,0,0,0
1267,03/02/2020,belarus,1,0,0,BY,53.709807,27.953389,0,0,0
1356,03/03/2020,belarus,1,0,0,BY,53.709807,27.953389,0,0,0
1427,03/04/2020,belarus,6,0,0,BY,53.709807,27.953389,5,0,0
1518,03/05/2020,belarus,6,0,0,BY,53.709807,27.953389,0,0,0
1614,03/06/2020,belarus,6,0,0,BY,53.709807,27.953389,0,0,0
1726,03/07/2020,belarus,6,0,0,BY,53.709807,27.953389,0,0,0
1832,03/08/2020,belarus,6,0,0,BY,53.709807,27.953389,0,0,0
1942,03/09/2020,belarus,6,0,1,BY,53.709807,27.953389,0,1,0
2042,03/10/2020,belarus,9,0,3,BY,53.709807,27.953389,3,2,0
2161,03/11/2020,belarus,9,0,3,BY,53.709807,27.953389,0,0,0
2291,03/12/2020,belarus,12,0,3,BY,53.709807,27.953389,3,0,0
2416,03/13/2020,belarus,27,0,3,BY,53.709807,27.953389,15,0,0
2556,03/14/2020,belarus,27,0,3,BY,53.709807,27.953389,0,0,0
2703,03/15/2020,belarus,27,0,3,BY,53.709807,27.953389,0,0,0
2858,03/16/2020,belarus,36,0,3,BY,53.709807,27.953389,9,0,0
3019,03/17/2020,belarus,36,0,3,BY,53.709807,27.953389,0,0,0
3182,03/18/2020,belarus,51,0,5,BY,53.709807,27.953389,15,2,0
3352,03/19/2020,belarus,51,0,5,BY,53.709807,27.953389,0,0,0
3525,03/20/2020,belarus,69,0,5,BY,53.709807,27.953389,18,0,0
3703,03/21/2020,belarus,76,0,15,BY,53.709807,27.953389,7,10,0
265,02/04/2020,belgium,1,0,0,BE,50.503887,4.469936,1,0,0
292,02/05/2020,belgium,1,0,0,BE,50.503887,4.469936,0,0,0
322,02/06/2020,belgium,1,0,0,BE,50.503887,4.469936,0,0,0
350,02/07/2020,belgium,1,0,0,BE,50.503887,4.469936,0,0,0
379,02/08/2020,belgium,1,0,0,BE,50.503887,4.469936,0,0,0
408,02/09/2020,belgium,1,0,0,BE,50.503887,4.469936,0,0,0
438,02/10/2020,belgium,1,0,0,BE,50.503887,4.469936,0,0,0
465,02/11/2020,belgium,1,0,0,BE,50.503887,4.469936,0,0,0
494,02/12/2020,belgium,1,0,0,BE,50.503887,4.469936,0,0,0
524,02/13/2020,belgium,1,0,0,BE,50.503887,4.469936,0,0,0
553,02/14/2020,belgium,1,0,0,BE,50.503887,4.469936,0,0,0
583,02/15/2020,belgium,1,0,0,BE,50.503887,4.469936,0,0,0
613,02/16/2020,belgium,1,0,0,BE,50.503887,4.469936,0,0,0
644,02/17/2020,belgium,1,0,1,BE,50.503887,4.469936,0,1,0
