,ObservationDate,country,Confirmed,Deaths,Recovered,Code,latitude,longitude,New Confirmed,New Recovered,New Death
2887,03/16/2020,eswatini,1,0,0,,,,0,0,0
3047,03/17/2020,eswatini,1,0,0,,,,0,0,0
3211,03/18/2020,eswatini,1,0,0,,,,0,0,0
3384,03/19/2020,eswatini,1,0,0,,,,0,0,0
3558,03/20/2020,eswatini,1,0,0,,,,0,0,0
3740,03/21/2020,eswatini,1,0,0,,,,0,0,0
2440,03/13/2020,ethiopia,1,0,0,ET,9.145,40.489672999999996,1,0,0
2587,03/14/2020,ethiopia,1,0,0,ET,9.145,40.489672999999996,0,0,0
2736,03/15/2020,ethiopia,1,0,0,ET,9.145,40.489672999999996,0,0,0
2888,03/16/2020,ethiopia,5,0,0,ET,9.145,40.489672999999996,4,0,0
3048,03/17/2020,ethiopia,5,0,0,ET,9.145,40.489672999999996,0,0,0
3209,03/18/2020,ethiopia,6,0,0,ET,9.145,40.489672999999996,1,0,0
3385,03/19/2020,ethiopia,6,0,0,ET,9.145,40.489672999999996,0,0,0
3559,03/20/2020,ethiopia,9,0,0,ET,9.145,40.489672999999996,3,0,0
3743,03/21/2020,ethiopia,9,0,0,ET,9.145,40.489672999999996,0,0,0
1460,03/04/2020,faroe islands,1,0,0,FO,61.892635,-6.9118059999999995,1,0,0
1531,03/05/2020,faroe islands,1,0,0,FO,61.892635,-6.9118059999999995,0,0,0
1640,03/06/2020,faroe islands,1,0,0,FO,61.892635,-6.9118059999999995,0,0,0
1752,03/07/2020,faroe islands,1,0,0,FO,61.892635,-6.9118059999999995,0,0,0
1856,03/08/2020,faroe islands,2,0,0,FO,61.892635,-6.9118059999999995,1,0,0
1960,03/09/2020,faroe islands,2,0,0,FO,61.892635,-6.9118059999999995,0,0,0
2081,03/10/2020,faroe islands,2,0,0,FO,61.892635,-6.9118059999999995,0,0,0
3379,03/19/2020,fiji,1,0,0,FJ,-16.578193,179.414413,1,0,0
3560,03/20/2020,fiji,1,0,0,FJ,-16.578193,179.414413,0,0,0
3741,03/21/2020,fiji,1,0,0,FJ,-16.578193,179.414413,0,0,0
114,01/29/2020,finland,1,0,0,FI,61.92411,25.748151,1,0,0
137,01/30/2020,finland,1,0,0,FI,61.92411,25.748151,0,0,0
155,01/31/2020,finland,1,0,0,FI,61.92411,25.748151,0,0,0
186,02/01/2020,finland,1,0,0,FI,61.92411,25.748151,0,0,0
215,02/02/2020,finland,1,0,0,FI,61.92411,25.748151,0,0,0
242,02/03/2020,finland,1,0,0,FI,61.92411,25.748151,0,0,0
268,02/04/2020,finland,1,0,0,FI,61.92411,25.748151,0,0,0
295,02/05/2020,finland,1,0,0,FI,61.92411,25.748151,0,0,0
325,02/06/2020,finland,1,0,0,FI,61.92411,25.748151,0,0,0
353,02/07/2020,finland,1,0,0,FI,61.92411,25.748151,0,0,0
381,02/08/2020,finland,1,0,0,FI,61.92411,25.748151,0,0,0
411,02/09/2020,finland,1,0,0,FI,61.92411,25.748151,0,0,0
440,02/10/2020,finland,1,0,0,FI,61.92411,25.748151,0,0,0
469,02/11/2020,finland,1,0,0,FI,61.92411,25.748151,0,0,0
497,02/12/2020,finland,1,0,1,FI,61.92411,25.748151,0,1,0
529,02/13/2020,finland,1,0,1,FI,61.92411,25.748151,0,0,0
557,02/14/2020,finland,1,0,1,FI,61.92411,25.748151,0,0,0
587,02/15/2020,finland,1,0,1,FI,61.92411,25.748151,0,0,0
617,02/16/2020,finland,1,0,1,FI,61.92411,25.748151,0,0,0
648,02/17/2020,finland,1,0,1,FI,61.92411,25.748151,0,0,0
677,02/18/2020,finland,1,0,1,FI,61.92411,25.748151,0,0,0
708,02/19/2020,finland,1,0,1,FI,61.92411,25.748151,0,0,0
738,02/20/2020,finland,1,0,1,FI,61.92411,25.748151,0,0,0
770,02/21/2020,finland,1,0,1,FI,61.92411,25.748151,0,0,0
804,02/22/2020,finland,1,0,1,FI,61.92411,25.748151,0,0,0
838,02/23/2020,finland,1,0,1,FI,61.92411,25.748151,0,0,0
875,02/24/2020,finland,1,0,1,FI,61.92411,25.748151,0,0,0
926,02/25/2020,finland,1,0,1,FI,61.92411,25.748151,0,0,0
964,02/26/2020,finland,2,0,1,FI,61.92411,25.748151,1,0,0
1018,02/27/2020,finland,2,0,1,FI,61.92411,25.748151,0,0,0
1078,02/28/2020,finland,2,0,1,FI,61.92411,25.748151,0,0,0
1141,02/29/2020,finland,3,0,1,FI,61.92411,25.748151,1,0,0
1219,03/01/2020,finland,6,0,1,FI,61.92411,25.748151,3,0,0
1295,03/02/2020,finland,6,0,1,FI,61.92411,25.748151,0,0,0
1372,03/03/2020,finland,6,0,1,FI,61.92411,25.748151,0,0,0
1459,03/04/2020,finland,6,0,1,FI,61.92411,25.748151,0,0,0
1551,03/05/2020,finland,12,0,1,FI,61.92411,25.748151,6,0,0
1648,03/06/2020,finland,15,0,1,FI,61.92411,25.748151,3,0,0
1742,03/07/2020,finland,15,0,1,FI,61.92411,25.748151,0,0,0
1852,03/08/2020,finland,23,0,1,FI,61.92411,25.748151,8,0,0
1967,03/09/2020,finland,30,0,1,FI,61.92411,25.748151,7,0,0
2080,03/10/2020,finland,40,0,1,FI,61.92411,25.748151,10,0,0
2196,03/11/2020,finland,59,0,1,FI,61.92411,25.748151,19,0,0
2316,03/12/2020,finland,59,0,1,FI,61.92411,25.748151,0,0,0
2442,03/13/2020,finland,155,0,1,FI,61.92411,25.748151,96,0,0
2584,03/14/2020,finland,225,0,1,FI,61.92411,25.748151,70,0,0
2733,03/15/2020,finland,244,0,10,FI,61.92411,25.748151,19,9,0
2889,03/16/2020,finland,277,0,10,FI,61.92411,25.748151,33,0,0
3049,03/17/2020,finland,321,0,10,FI,61.92411,25.748151,44,0,0
3213,03/18/2020,finland,336,0,10,FI,61.92411,25.748151,15,0,0
3386,03/19/2020,finland,400,0,10,FI,61.92411,25.748151,64,0,0
3561,03/20/2020,finland,450,0,10,FI,61.92411,25.748151,50,0,0
3742,03/21/2020,finland,523,1,10,FI,61.92411,25.748151,73,0,1
33,01/24/2020,france,2,0,0,FR,46.227638,2.213749,2,0,0
46,01/25/2020,france,3,0,0,FR,46.227638,2.213749,1,0,0
61,01/26/2020,france,3,0,0,FR,46.227638,2.213749,0,0,0
78,01/27/2020,france,3,0,0,FR,46.227638,2.213749,0,0,0
96,01/28/2020,france,4,0,0,FR,46.227638,2.213749,1,0,0
119,01/29/2020,france,5,0,0,FR,46.227638,2.213749,1,0,0
136,01/30/2020,france,5,0,0,FR,46.227638,2.213749,0,0,0
163,01/31/2020,france,5,0,0,FR,46.227638,2.213749,0,0,0
181,02/01/2020,france,6,0,0,FR,46.227638,2.213749,1,0,0
214,02/02/2020,france,6,0,0,FR,46.227638,2.213749,0,0,0
240,02/03/2020,france,6,0,0,FR,46.227638,2.213749,0,0,0
269,02/04/2020,france,6,0,0,FR,46.227638,2.213749,0,0,0
296,02/05/2020,france,6,0,0,FR,46.227638,2.213749,0,0,0
326,02/06/2020,france,6,0,0,FR,46.227638,2.213749,0,0,0
354,02/07/2020,france,6,0,0,FR,46.227638,2.213749,0,0,0
382,02/08/2020,france,11,0,0,FR,46.227638,2.213749,5,0,0
412,02/09/2020,france,11,0,0,FR,46.227638,2.213749,0,0,0
441,02/10/2020,france,11,0,0,FR,46.227638,2.213749,0,0,0
470,02/11/2020,france,11,0,0,FR,46.227638,2.213749,0,0,0
498,02/12/2020,france,11,0,2,FR,46.227638,2.213749,0,2,0
527,02/13/2020,france,11,0,2,FR,46.227638,2.213749,0,0,0
558,02/14/2020,france,11,0,2,FR,46.227638,2.213749,0,0,0
588,02/15/2020,france,12,1,4,FR,46.227638,2.213749,1,2,1
625,02/16/2020,france,12,1,4,FR,46.227638,2.213749,0,0,0
655,02/17/2020,france,12,1,4,FR,46.227638,2.213749,0,0,0
685,02/18/2020,france,12,1,4,FR,46.227638,2.213749,0,0,0
716,02/19/2020,france,12,1,4,FR,46.227638,2.213749,0,0,0
739,02/20/2020,france,12,1,4,FR,46.227638,2.213749,0,0,0
771,02/21/2020,france,12,1,4,FR,46.227638,2.213749,0,0,0
805,02/22/2020,france,12,1,4,FR,46.227638,2.213749,0,0,0
839,02/23/2020,france,12,1,4,FR,46.227638,2.213749,0,0,0
876,02/24/2020,france,12,1,4,FR,46.227638,2.213749,0,0,0
919,02/25/2020,france,14,1,11,FR,46.227638,2.213749,2,7,0
976,02/26/2020,france,18,2,11,FR,46.227638,2.213749,4,0,1
1028,02/27/2020,france,38,2,11,FR,46.227638,2.213749,20,0,0
1077,02/28/2020,france,57,2,11,FR,46.227638,2.213749,19,0,0
1139,02/29/2020,france,100,2,12,FR,46.227638,2.213749,43,1,0
1218,03/01/2020,france,130,2,12,FR,46.227638,2.213749,30,0,0
1294,03/02/2020,france,191,3,12,FR,46.227638,2.213749,61,0,1
1370,03/03/2020,france,204,4,12,FR,46.227638,2.213749,13,0,1
1458,03/04/2020,france,285,4,12,FR,46.227638,2.213749,81,0,0
1543,03/05/2020,france,377,6,12,FR,46.227638,2.213749,92,0,2
1647,03/06/2020,france,653,9,12,FR,46.227638,2.213749,276,0,3
1750,03/07/2020,france,949,11,12,FR,46.227638,2.213749,296,0,2
1853,03/08/2020,france,1126,19,12,FR,46.227638,2.213749,177,0,8
1966,03/09/2020,france,1209,19,12,FR,46.227638,2.213749,83,0,0
2079,03/10/2020,france,1784,33,12,FR,46.227638,2.213749,575,0,14
2197,03/11/2020,france,2284,48,12,FR,46.227638,2.213749,500,0,15
2322,03/12/2020,france,2284,48,12,FR,46.227638,2.213749,0,0,0
2443,03/13/2020,france,3667,79,12,FR,46.227638,2.213749,1383,0,31
2585,03/14/2020,france,4480,91,12,FR,46.227638,2.213749,813,0,12
2734,03/15/2020,france,4513,91,12,FR,46.227638,2.213749,33,0,0
2884,03/16/2020,france,6650,148,12,FR,46.227638,2.213749,2137,0,57
3050,03/17/2020,france,7683,148,12,FR,46.227638,2.213749,1033,0,0
3214,03/18/2020,france,9052,148,12,FR,46.227638,2.213749,1369,0,0
3387,03/19/2020,france,10886,243,12,FR,46.227638,2.213749,1834,0,95
3564,03/20/2020,france,12632,450,12,FR,46.227638,2.213749,1746,0,207
3752,03/21/2020,france,14308,562,12,FR,46.227638,2.213749,1676,0,112
3760,03/22/2020,france,14308,562,12,FR,46.227638,2.213749,0,0,0
3771,03/23/2020,france,20123,862,2207,FR,46.227638,2.213749,5815,2195,300
3780,03/24/2020,france,20123,862,2207,FR,46.227638,2.213749,0,0,0
1749,03/07/2020,french guiana,5,0,0,GF,3.9338889999999997,-53.125781999999994,5,0,0
1854,03/08/2020,french guiana,5,0,0,GF,3.9338889999999997,-53.125781999999994,0,0,0
1965,03/09/2020,french guiana,5,0,0,GF,3.9338889999999997,-53.125781999999994,0,0,0
2078,03/10/2020,french guiana,5,0,0,GF,3.9338889999999997,-53.125781999999994,0,0,0
2203,03/11/2020,french guiana,5,0,0,GF,3.9338889999999997,-53.125781999999994,0,0,0
2318,03/12/2020,french guiana,5,0,0,GF,3.9338889999999997,-53.125781999999994,0,0,0
2444,03/13/2020,french guiana,5,0,0,GF,3.9338889999999997,-53.125781999999994,0,0,0
2586,03/14/2020,french guiana,5,0,0,GF,3.9338889999999997,-53.125781999999994,0,0,0
2891,03/16/2020,french guiana,11,0,0,GF,3.9338889999999997,-53.125781999999994,6,0,0
3051,03/17/2020,french guiana,11,0,0,GF,3.9338889999999997,-53.125781999999994,0,0,0
3215,03/18/2020,french guiana,11,0,0,GF,3.9338889999999997,-53.125781999999994,0,0,0
3389,03/19/2020,french guiana,11,0,0,GF,3.9338889999999997,-53.125781999999994,0,0,0
3562,03/20/2020,french guiana,15,0,0,GF,3.9338889999999997,-53.125781999999994,4,0,0
3744,03/21/2020,french guiana,18,0,6,GF,3.9338889999999997,-53.125781999999994,3,6,0
2594,03/14/2020,gabon,1,0,0,GA,-0.803689,11.609444,1,0,0
2735,03/15/2020,gabon,1,0,0,GA,-0.803689,11.609444,0,0,0
2893,03/16/2020,gabon,1,0,0,GA,-0.803689,11.609444,0,0,0
3052,03/17/2020,gabon,1,0,0,GA,-0.803689,11.609444,0,0,0
3219,03/18/2020,gabon,1,0,0,GA,-0.803689,11.609444,0,0,0
3397,03/19/2020,gabon,1,0,0,GA,-0.803689,11.609444,0,0,0
3563,03/20/2020,gabon,3,1,0,GA,-0.803689,11.609444,2,0,1
3745,03/21/2020,gabon,4,1,0,GA,-0.803689,11.609444,1,0,0
3216,03/18/2020,"gambia, the",1,0,0,,,,1,0,0
3390,03/19/2020,"gambia, the",1,0,0,,,,0,0,0
3567,03/20/2020,"gambia, the",1,0,0,,,,0,0,0
3746,03/21/2020,"gambia, the",1,0,0,,,,0,0,0
966,02/26/2020,georgia,1,0,0,GE,42.315407,43.356891999999995,1,0,0
1027,02/27/2020,georgia,1,0,0,GE,42.315407,43.356891999999995,0,0,0
1089,02/28/2020,georgia,1,0,0,GE,42.315407,43.356891999999995,0,0,0
1153,02/29/2020,georgia,1,0,0,GE,42.315407,43.356891999999995,0,0,0
1217,03/01/2020,georgia,3,0,0,GE,42.315407,43.356891999999995,2,0,0
1293,03/02/2020,georgia,3,0,0,GE,42.315407,43.356891999999995,0,0,0
1371,03/03/2020,georgia,3,0,0,GE,42.315407,43.356891999999995,0,0,0
1457,03/04/2020,georgia,3,0,0,GE,42.315407,43.356891999999995,0,0,0
1549,03/05/2020,georgia,4,0,0,GE,42.315407,43.356891999999995,1,0,0
1646,03/06/2020,georgia,4,0,0,GE,42.315407,43.356891999999995,0,0,0
1748,03/07/2020,georgia,4,0,0,GE,42.315407,43.356891999999995,0,0,0
1855,03/08/2020,georgia,13,0,0,GE,42.315407,43.356891999999995,9,0,0
1964,03/09/2020,georgia,15,0,0,GE,42.315407,43.356891999999995,2,0,0
2077,03/10/2020,georgia,15,0,0,GE,42.315407,43.356891999999995,0,0,0
2199,03/11/2020,georgia,24,0,0,GE,42.315407,43.356891999999995,9,0,0
2319,03/12/2020,georgia,24,0,0,GE,42.315407,43.356891999999995,0,0,0
2445,03/13/2020,georgia,25,0,0,GE,42.315407,43.356891999999995,1,0,0
2588,03/14/2020,georgia,30,0,0,GE,42.315407,43.356891999999995,5,0,0
2743,03/15/2020,georgia,33,0,0,GE,42.315407,43.356891999999995,3,0,0
2892,03/16/2020,georgia,33,0,1,GE,42.315407,43.356891999999995,0,1,0
3053,03/17/2020,georgia,34,0,1,GE,42.315407,43.356891999999995,1,0,0
3217,03/18/2020,georgia,38,0,1,GE,42.315407,43.356891999999995,4,0,0
3391,03/19/2020,georgia,40,0,1,GE,42.315407,43.356891999999995,2,0,0
3565,03/20/2020,georgia,43,0,1,GE,42.315407,43.356891999999995,3,0,0
3747,03/21/2020,georgia,49,0,1,GE,42.315407,43.356891999999995,6,0,0
95,01/28/2020,germany,4,0,0,DE,51.165690999999995,10.451526,4,0,0
116,01/29/2020,germany,4,0,0,DE,51.165690999999995,10.451526,0,0,0
135,01/30/2020,germany,4,0,0,DE,51.165690999999995,10.451526,0,0,0
162,01/31/2020,germany,5,0,0,DE,51.165690999999995,10.451526,1,0,0
187,02/01/2020,germany,8,0,0,DE,51.165690999999995,10.451526,3,0,0
221,02/02/2020,germany,10,0,0,DE,51.165690999999995,10.451526,2,0,0
241,02/03/2020,germany,12,0,0,DE,51.165690999999995,10.451526,2,0,0
276,02/04/2020,germany,12,0,0,DE,51.165690999999995,10.451526,0,0,0
297,02/05/2020,germany,12,0,0,DE,51.165690999999995,10.451526,0,0,0
332,02/06/2020,germany,12,0,0,DE,51.165690999999995,10.451526,0,0,0
361,02/07/2020,germany,13,0,0,DE,51.165690999999995,10.451526,1,0,0
390,02/08/2020,germany,13,0,0,DE,51.165690999999995,10.451526,0,0,0
419,02/09/2020,germany,14,0,0,DE,51.165690999999995,10.451526,1,0,0
448,02/10/2020,germany,14,0,0,DE,51.165690999999995,10.451526,0,0,0
477,02/11/2020,germany,16,0,0,DE,51.165690999999995,10.451526,2,0,0
499,02/12/2020,germany,16,0,0,DE,51.165690999999995,10.451526,0,0,0
528,02/13/2020,germany,16,0,1,DE,51.165690999999995,10.451526,0,1,0
565,02/14/2020,germany,16,0,1,DE,51.165690999999995,10.451526,0,0,0
595,02/15/2020,germany,16,0,1,DE,51.165690999999995,10.451526,0,0,0
619,02/16/2020,germany,16,0,1,DE,51.165690999999995,10.451526,0,0,0
650,02/17/2020,germany,16,0,1,DE,51.165690999999995,10.451526,0,0,0
679,02/18/2020,germany,16,0,12,DE,51.165690999999995,10.451526,0,11,0
710,02/19/2020,germany,16,0,12,DE,51.165690999999995,10.451526,0,0,0
747,02/20/2020,germany,16,0,12,DE,51.165690999999995,10.451526,0,0,0
772,02/21/2020,germany,16,0,14,DE,51.165690999999995,10.451526,0,2,0
813,02/22/2020,germany,16,0,14,DE,51.165690999999995,10.451526,0,0,0
847,02/23/2020,germany,16,0,14,DE,51.165690999999995,10.451526,0,0,0
879,02/24/2020,germany,16,0,14,DE,51.165690999999995,10.451526,0,0,0
920,02/25/2020,germany,17,0,14,DE,51.165690999999995,10.451526,1,0,0
967,02/26/2020,germany,27,0,15,DE,51.165690999999995,10.451526,10,1,0
1026,02/27/2020,germany,46,0,16,DE,51.165690999999995,10.451526,19,1,0
1088,02/28/2020,germany,48,0,16,DE,51.165690999999995,10.451526,2,0,0
1152,02/29/2020,germany,79,0,16,DE,51.165690999999995,10.451526,31,0,0
1216,03/01/2020,germany,130,0,16,DE,51.165690999999995,10.451526,51,0,0
1292,03/02/2020,germany,159,0,16,DE,51.165690999999995,10.451526,29,0,0
1375,03/03/2020,germany,196,0,16,DE,51.165690999999995,10.451526,37,0,0
1456,03/04/2020,germany,262,0,16,DE,51.165690999999995,10.451526,66,0,0
1548,03/05/2020,germany,482,0,16,DE,51.165690999999995,10.451526,220,0,0
1645,03/06/2020,germany,670,0,17,DE,51.165690999999995,10.451526,188,1,0
1747,03/07/2020,germany,799,0,18,DE,51.165690999999995,10.451526,129,1,0
1860,03/08/2020,germany,1040,0,18,DE,51.165690999999995,10.451526,241,0,0
1963,03/09/2020,germany,1176,2,18,DE,51.165690999999995,10.451526,136,0,2
2076,03/10/2020,germany,1457,2,18,DE,51.165690999999995,10.451526,281,0,0
2200,03/11/2020,germany,1908,3,25,DE,51.165690999999995,10.451526,451,7,1
2320,03/12/2020,germany,2078,3,25,DE,51.165690999999995,10.451526,170,0,0
2446,03/13/2020,germany,3675,7,46,DE,51.165690999999995,10.451526,1597,21,4
2589,03/14/2020,germany,4585,9,46,DE,51.165690999999995,10.451526,910,0,2
2737,03/15/2020,germany,5795,11,46,DE,51.165690999999995,10.451526,1210,0,2
2901,03/16/2020,germany,7272,17,67,DE,51.165690999999995,10.451526,1477,21,6
3062,03/17/2020,germany,9257,24,67,DE,51.165690999999995,10.451526,1985,0,7
3218,03/18/2020,germany,12327,28,105,DE,51.165690999999995,10.451526,3070,38,4
3392,03/19/2020,germany,15320,44,113,DE,51.165690999999995,10.451526,2993,8,16
3572,03/20/2020,germany,19848,67,180,DE,51.165690999999995,10.451526,4528,67,23
3748,03/21/2020,germany,22213,84,233,DE,51.165690999999995,10.451526,2365,53,17
2590,03/14/2020,ghana,3,0,0,GH,7.946527000000001,-1.0231940000000002,3,0,0
2738,03/15/2020,ghana,6,0,0,GH,7.946527000000001,-1.0231940000000002,3,0,0
2894,03/16/2020,ghana,6,0,0,GH,7.946527000000001,-1.0231940000000002,0,0,0
3055,03/17/2020,ghana,7,0,0,GH,7.946527000000001,-1.0231940000000002,1,0,0
3227,03/18/2020,ghana,7,0,0,GH,7.946527000000001,-1.0231940000000002,0,0,0
3393,03/19/2020,ghana,11,0,0,GH,7.946527000000001,-1.0231940000000002,4,0,0
3571,03/20/2020,ghana,16,0,0,GH,7.946527000000001,-1.0231940000000002,5,0,0
3664,03/21/2020,ghana,19,1,0,GH,7.946527000000001,-1.0231940000000002,3,0,1
1455,03/04/2020,gibraltar,1,0,0,GI,36.137741,-5.345374,1,0,0
1547,03/05/2020,gibraltar,1,0,0,GI,36.137741,-5.345374,0,0,0
1644,03/06/2020,gibraltar,1,0,0,GI,36.137741,-5.345374,0,0,0
1746,03/07/2020,gibraltar,1,0,0,GI,36.137741,-5.345374,0,0,0
1857,03/08/2020,gibraltar,1,0,0,GI,36.137741,-5.345374,0,0,0
1962,03/09/2020,gibraltar,1,0,0,GI,36.137741,-5.345374,0,0,0
2086,03/10/2020,gibraltar,1,0,1,GI,36.137741,-5.345374,0,1,0
968,02/26/2020,greece,1,0,0,GR,39.074208,21.824312,1,0,0
1025,02/27/2020,greece,3,0,0,GR,39.074208,21.824312,2,0,0
1087,02/28/2020,greece,4,0,0,GR,39.074208,21.824312,1,0,0
1151,02/29/2020,greece,4,0,0,GR,39.074208,21.824312,0,0,0
1215,03/01/2020,greece,7,0,0,GR,39.074208,21.824312,3,0,0
1291,03/02/2020,greece,7,0,0,GR,39.074208,21.824312,0,0,0
1373,03/03/2020,greece,7,0,0,GR,39.074208,21.824312,0,0,0
1454,03/04/2020,greece,9,0,0,GR,39.074208,21.824312,2,0,0
1546,03/05/2020,greece,31,0,0,GR,39.074208,21.824312,22,0,0
1643,03/06/2020,greece,45,0,0,GR,39.074208,21.824312,14,0,0
1745,03/07/2020,greece,46,0,0,GR,39.074208,21.824312,1,0,0
1858,03/08/2020,greece,73,0,0,GR,39.074208,21.824312,27,0,0
1961,03/09/2020,greece,73,0,0,GR,39.074208,21.824312,0,0,0
2073,03/10/2020,greece,89,0,0,GR,39.074208,21.824312,16,0,0
2201,03/11/2020,greece,99,1,0,GR,39.074208,21.824312,10,0,1
2321,03/12/2020,greece,99,1,0,GR,39.074208,21.824312,0,0,0
2447,03/13/2020,greece,190,1,0,GR,39.074208,21.824312,91,0,0
2591,03/14/2020,greece,228,3,8,GR,39.074208,21.824312,38,8,2
2739,03/15/2020,greece,331,4,8,GR,39.074208,21.824312,103,0,1
2895,03/16/2020,greece,331,4,8,GR,39.074208,21.824312,0,0,0
3056,03/17/2020,greece,387,5,8,GR,39.074208,21.824312,56,0,1
3220,03/18/2020,greece,418,5,8,GR,39.074208,21.824312,31,0,0
3394,03/19/2020,greece,418,6,8,GR,39.074208,21.824312,0,0,1
3573,03/20/2020,greece,495,6,19,GR,39.074208,21.824312,77,11,0
3749,03/21/2020,greece,530,13,19,GR,39.074208,21.824312,35,0,7
2896,03/16/2020,greenland,1,0,0,GL,71.706936,-42.604303,1,0,0
3057,03/17/2020,greenland,1,0,0,GL,71.706936,-42.604303,0,0,0
3221,03/18/2020,greenland,1,0,0,GL,71.706936,-42.604303,0,0,0
3395,03/19/2020,greenland,1,0,0,GL,71.706936,-42.604303,0,0,0
3569,03/20/2020,greenland,1,0,0,GL,71.706936,-42.604303,0,0,0
3750,03/21/2020,greenland,1,0,0,GL,71.706936,-42.604303,0,0,0
2386,03/13/2020,guadeloupe,1,0,0,GP,16.995971,-62.067641,1,0,0
2592,03/14/2020,guadeloupe,1,0,0,GP,16.995971,-62.067641,0,0,0
2740,03/15/2020,guadeloupe,3,0,0,GP,16.995971,-62.067641,2,0,0
2897,03/16/2020,guadeloupe,6,0,0,GP,16.995971,-62.067641,3,0,0
3058,03/17/2020,guadeloupe,18,0,0,GP,16.995971,-62.067641,12,0,0
3222,03/18/2020,guadeloupe,27,0,0,GP,16.995971,-62.067641,9,0,0
3396,03/19/2020,guadeloupe,33,0,0,GP,16.995971,-62.067641,6,0,0
3568,03/20/2020,guadeloupe,45,0,0,GP,16.995971,-62.067641,12,0,0
3751,03/21/2020,guadeloupe,53,0,0,GP,16.995971,-62.067641,8,0,0
2898,03/16/2020,guam,3,0,0,GU,13.444304,144.793731,3,0,0
3059,03/17/2020,guam,3,0,0,GU,13.444304,144.793731,0,0,0
3223,03/18/2020,guam,3,0,0,GU,13.444304,144.793731,0,0,0
3381,03/19/2020,guam,3,0,0,GU,13.444304,144.793731,0,0,0
3570,03/20/2020,guam,3,0,0,GU,13.444304,144.793731,0,0,0
3733,03/21/2020,guam,3,0,0,GU,13.444304,144.793731,0,0,0
2593,03/14/2020,guatemala,1,0,0,GT,15.783470999999999,-90.23075899999999,1,0,0
2741,03/15/2020,guatemala,1,0,0,GT,15.783470999999999,-90.23075899999999,0,0,0
2899,03/16/2020,guatemala,2,1,0,GT,15.783470999999999,-90.23075899999999,1,0,1
3060,03/17/2020,guatemala,6,1,0,GT,15.783470999999999,-90.23075899999999,4,0,0
3224,03/18/2020,guatemala,6,1,0,GT,15.783470999999999,-90.23075899999999,0,0,0
3377,03/19/2020,guatemala,9,1,0,GT,15.783470999999999,-90.23075899999999,3,0,0
3566,03/20/2020,guatemala,12,1,0,GT,15.783470999999999,-90.23075899999999,3,0,0
3753,03/21/2020,guatemala,17,1,0,GT,15.783470999999999,-90.23075899999999,5,0,0
2580,03/14/2020,guernsey,1,0,0,GG,49.465691,-2.5852779999999997,1,0,0
2742,03/15/2020,guernsey,1,0,0,GG,49.465691,-2.5852779999999997,0,0,0
2900,03/16/2020,guernsey,1,0,0,GG,49.465691,-2.5852779999999997,0,0,0
3061,03/17/2020,guernsey,1,0,0,GG,49.465691,-2.5852779999999997,0,0,0
3225,03/18/2020,guernsey,1,0,0,GG,49.465691,-2.5852779999999997,0,0,0
3366,03/19/2020,guernsey,1,0,0,GG,49.465691,-2.5852779999999997,0,0,0
3556,03/20/2020,guernsey,1,0,0,GG,49.465691,-2.5852779999999997,0,0,0
3731,03/21/2020,guernsey,1,0,0,GG,49.465691,-2.5852779999999997,0,0,0
2441,03/13/2020,guinea,1,0,0,GN,9.945587,-9.696645,1,0,0
2577,03/14/2020,guinea,1,0,0,GN,9.945587,-9.696645,0,0,0
2729,03/15/2020,guinea,1,0,0,GN,9.945587,-9.696645,0,0,0
2890,03/16/2020,guinea,1,0,0,GN,9.945587,-9.696645,0,0,0
3045,03/17/2020,guinea,1,0,0,GN,9.945587,-9.696645,0,0,0
3226,03/18/2020,guinea,1,0,0,GN,9.945587,-9.696645,0,0,0
3358,03/19/2020,guinea,1,0,0,GN,9.945587,-9.696645,0,0,0
3552,03/20/2020,guinea,1,0,0,GN,9.945587,-9.696645,0,0,0
3730,03/21/2020,guinea,2,0,0,GN,9.945587,-9.696645,1,0,0
2310,03/12/2020,guyana,1,1,0,GY,4.860416000000001,-58.93018000000001,1,0,1
2433,03/13/2020,guyana,1,1,0,GY,4.860416000000001,-58.93018000000001,0,0,0
2576,03/14/2020,guyana,1,1,0,GY,4.860416000000001,-58.93018000000001,0,0,0
2725,03/15/2020,guyana,4,1,0,GY,4.860416000000001,-58.93018000000001,3,0,0
2882,03/16/2020,guyana,4,1,0,GY,4.860416000000001,-58.93018000000001,0,0,0
3046,03/17/2020,guyana,7,1,0,GY,4.860416000000001,-58.93018000000001,3,0,0
3212,03/18/2020,guyana,7,1,0,GY,4.860416000000001,-58.93018000000001,0,0,0
3359,03/19/2020,guyana,7,1,0,GY,4.860416000000001,-58.93018000000001,0,0,0
3551,03/20/2020,guyana,7,1,0,GY,4.860416000000001,-58.93018000000001,0,0,0
3711,03/21/2020,guyana,7,1,0,GY,4.860416000000001,-58.93018000000001,0,0,0
3532,03/20/2020,haiti,2,0,0,HT,18.971187,-72.28521500000001,2,0,0
3712,03/21/2020,haiti,2,0,0,HT,18.971187,-72.28521500000001,0,0,0
2072,03/10/2020,holy see,1,0,0,,,,1,0,0
2202,03/11/2020,holy see,1,0,0,,,,0,0,0
2308,03/12/2020,holy see,1,0,0,,,,0,0,0
2432,03/13/2020,holy see,1,0,0,,,,0,0,0
2561,03/14/2020,holy see,1,0,0,,,,0,0,0
2724,03/15/2020,holy see,1,0,0,,,,0,0,0
2881,03/16/2020,holy see,1,0,0,,,,0,0,0
